Name,Arcs,Date,Events,Order,Part,Product,Solutions,Status,📁 Characters,📁 Location
James sneaks into the Manor,,,,80,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
The Lady Mediev and James,,,,90,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv)",
Adelle and Jillybons,,,,100,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
The heroes regroup after the Manor,,,,110,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
Adelle searching for Jillybons,,,,120,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
The heroes plan how to rescue Adelle,,,,130,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
Fugue and the Raven,,,,140,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
James goes to school,,,,150,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
The heroes discuss JIllybon purging,,,,160,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
The heroes decide to kidnap Adelle,,,,170,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
Deadwick watching the Manor,,,,180,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv),
James and Fugue kidnap Adelle,,,,190,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
Villains start the city chase,,,,200,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv)",
The city chase,,,,210,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
Tralvorkemen and Damond #2,,,,10,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Edward Tralvorkemen (Data/Characters/Edward%20Tralvorkemen%2027b58e628ba2802cac4fdedacf73cf7d.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv)",
The heroes traverse the Library,,,,20,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv)",
The heroes discuss around campfire,,,,30,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv)",
Deadwick visits the Doctor,,,,40,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
James tempted while camping,,,,50,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
The Doctor plans to break into the Library,,,,60,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
James throws away the crown,,,,70,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv)",
A rift appears at the Laboratory,,,,80,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
James chases after Adelle,,,,90,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv)",
Adelle runs into Bobby,,,,100,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
The Library under attack,,,,110,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv)",
The Monkey increases James’ temptation,,,,120,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
More children join Adelle and Bobby,,,,130,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
James surrounded by mirrors,,,,140,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
Bobby begins to show his true colors,,,,150,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
James resists temptation,,,,160,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
The monkey is dazed,,,,170,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
James rescues Adelle from Bobby,,,,180,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv)",
Adelle awakens on shore,,,,190,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
The heroes find Adelle,,,,200,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv)",
The heroes scour the beach,,,,210,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv)",
Deadwick and the Doctor discuss the rift,,,,220,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
James’ vision with Tralvorkemen,,,,230,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Edward Tralvorkemen (Data/Characters/Edward%20Tralvorkemen%2027b58e628ba2802cac4fdedacf73cf7d.csv)",
James recovers and talks with Adelle,,,,240,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv)",
Adelle and the dolls discuss motherhood,,,,250,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv)",
The dolls host dinner in their new house,,,,260,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),Making everywhere home (Solutions/Making%20everywhere%20home%20b97c110b9e18473da0d59eaa31a7aa96.csv),Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
Ivy begins to resent Adelle,,,,270,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv),
Adelle and the Raven talk,,,,280,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv)",
The Lady Mediev and Damond,,,,290,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv)",
The monkey repairs the zombie machine,,,,300,Part 5 - The Library (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%205%20-%20The%20Library%202ba58e628ba280dca220f2ce0dbad307.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,,
Tralvorkemen and Damond #3,,,,10,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Edward Tralvorkemen (Data/Characters/Edward%20Tralvorkemen%2027b58e628ba2802cac4fdedacf73cf7d.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv)",
James again awakens in the Asylum,,,,20,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv),
The heroes find James in the Asylum,,,,30,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
The heroes explore the desolate city,,,,40,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv)",
Train ride back to the City of Orphans,,,,50,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv)",
The Lady Mediev schemes with Ivy,,,,60,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
